path,session,subject_id,finger_id,image_name,height,width,channels,size_bytes,status
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_2\04.jpg,1st_session,070,2,04.jpg,480,640,3,13031,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_2\05.jpg,1st_session,070,2,05.jpg,480,640,3,12861,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_2\06.jpg,1st_session,070,2,06.jpg,480,640,3,12899,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\01.jpg,1st_session,070,3,01.jpg,480,640,3,12910,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\02.jpg,1st_session,070,3,02.jpg,480,640,3,12963,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\03.jpg,1st_session,070,3,03.jpg,480,640,3,12986,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\04.jpg,1st_session,070,3,04.jpg,480,640,3,12972,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\05.jpg,1st_session,070,3,05.jpg,480,640,3,13053,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_3\06.jpg,1st_session,070,3,06.jpg,480,640,3,13017,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\01.jpg,1st_session,070,4,01.jpg,480,640,3,13510,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\02.jpg,1st_session,070,4,02.jpg,480,640,3,13498,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\03.jpg,1st_session,070,4,03.jpg,480,640,3,13618,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\04.jpg,1st_session,070,4,04.jpg,480,640,3,13722,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\05.jpg,1st_session,070,4,05.jpg,480,640,3,13630,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\070_4\06.jpg,1st_session,070,4,06.jpg,480,640,3,13420,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\01.jpg,1st_session,071,1,01.jpg,480,640,3,10520,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\02.jpg,1st_session,071,1,02.jpg,480,640,3,10556,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\03.jpg,1st_session,071,1,03.jpg,480,640,3,10595,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\04.jpg,1st_session,071,1,04.jpg,480,640,3,10714,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\05.jpg,1st_session,071,1,05.jpg,480,640,3,10693,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_1\06.jpg,1st_session,071,1,06.jpg,480,640,3,10789,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\01.jpg,1st_session,071,2,01.jpg,480,640,3,10259,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\02.jpg,1st_session,071,2,02.jpg,480,640,3,10303,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\03.jpg,1st_session,071,2,03.jpg,480,640,3,10249,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\04.jpg,1st_session,071,2,04.jpg,480,640,3,10210,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\05.jpg,1st_session,071,2,05.jpg,480,640,3,10198,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_2\06.jpg,1st_session,071,2,06.jpg,480,640,3,10140,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\01.jpg,1st_session,071,3,01.jpg,480,640,3,10752,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\02.jpg,1st_session,071,3,02.jpg,480,640,3,10733,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\03.jpg,1st_session,071,3,03.jpg,480,640,3,10702,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\04.jpg,1st_session,071,3,04.jpg,480,640,3,10675,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\05.jpg,1st_session,071,3,05.jpg,480,640,3,10624,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_3\06.jpg,1st_session,071,3,06.jpg,480,640,3,10563,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\01.jpg,1st_session,071,4,01.jpg,480,640,3,10187,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\02.jpg,1st_session,071,4,02.jpg,480,640,3,10176,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\03.jpg,1st_session,071,4,03.jpg,480,640,3,10183,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\04.jpg,1st_session,071,4,04.jpg,480,640,3,10161,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\05.jpg,1st_session,071,4,05.jpg,480,640,3,10146,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\071_4\06.jpg,1st_session,071,4,06.jpg,480,640,3,10232,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\01.jpg,1st_session,072,1,01.jpg,480,640,3,13517,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\02.jpg,1st_session,072,1,02.jpg,480,640,3,14817,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\03.jpg,1st_session,072,1,03.jpg,480,640,3,13333,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\04.jpg,1st_session,072,1,04.jpg,480,640,3,13793,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\05.jpg,1st_session,072,1,05.jpg,480,640,3,14753,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_1\06.jpg,1st_session,072,1,06.jpg,480,640,3,14894,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\01.jpg,1st_session,072,2,01.jpg,480,640,3,13496,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\02.jpg,1st_session,072,2,02.jpg,480,640,3,13775,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\03.jpg,1st_session,072,2,03.jpg,480,640,3,13521,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\04.jpg,1st_session,072,2,04.jpg,480,640,3,13464,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\05.jpg,1st_session,072,2,05.jpg,480,640,3,13419,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_2\06.jpg,1st_session,072,2,06.jpg,480,640,3,13580,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\01.jpg,1st_session,072,3,01.jpg,480,640,3,13149,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\02.jpg,1st_session,072,3,02.jpg,480,640,3,13158,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\03.jpg,1st_session,072,3,03.jpg,480,640,3,13166,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\04.jpg,1st_session,072,3,04.jpg,480,640,3,13077,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\05.jpg,1st_session,072,3,05.jpg,480,640,3,13088,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_3\06.jpg,1st_session,072,3,06.jpg,480,640,3,13130,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\01.jpg,1st_session,072,4,01.jpg,480,640,3,13444,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\02.jpg,1st_session,072,4,02.jpg,480,640,3,13364,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\03.jpg,1st_session,072,4,03.jpg,480,640,3,13089,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\04.jpg,1st_session,072,4,04.jpg,480,640,3,13091,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\05.jpg,1st_session,072,4,05.jpg,480,640,3,13127,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\072_4\06.jpg,1st_session,072,4,06.jpg,480,640,3,13063,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\01.jpg,1st_session,073,1,01.jpg,480,640,3,12996,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\02.jpg,1st_session,073,1,02.jpg,480,640,3,12910,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\03.jpg,1st_session,073,1,03.jpg,480,640,3,12887,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\04.jpg,1st_session,073,1,04.jpg,480,640,3,13047,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\05.jpg,1st_session,073,1,05.jpg,480,640,3,12893,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_1\06.jpg,1st_session,073,1,06.jpg,480,640,3,13034,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\01.jpg,1st_session,073,2,01.jpg,480,640,3,12216,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\02.jpg,1st_session,073,2,02.jpg,480,640,3,12097,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\03.jpg,1st_session,073,2,03.jpg,480,640,3,12142,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\04.jpg,1st_session,073,2,04.jpg,480,640,3,12147,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\05.jpg,1st_session,073,2,05.jpg,480,640,3,12103,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_2\06.jpg,1st_session,073,2,06.jpg,480,640,3,12002,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\01.jpg,1st_session,073,3,01.jpg,480,640,3,12213,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\02.jpg,1st_session,073,3,02.jpg,480,640,3,12059,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\03.jpg,1st_session,073,3,03.jpg,480,640,3,12132,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\04.jpg,1st_session,073,3,04.jpg,480,640,3,11932,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\05.jpg,1st_session,073,3,05.jpg,480,640,3,11862,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_3\06.jpg,1st_session,073,3,06.jpg,480,640,3,11875,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\01.jpg,1st_session,073,4,01.jpg,480,640,3,12013,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\02.jpg,1st_session,073,4,02.jpg,480,640,3,12047,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\03.jpg,1st_session,073,4,03.jpg,480,640,3,11891,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\04.jpg,1st_session,073,4,04.jpg,480,640,3,12000,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\05.jpg,1st_session,073,4,05.jpg,480,640,3,11914,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\073_4\06.jpg,1st_session,073,4,06.jpg,480,640,3,11996,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\01.jpg,1st_session,074,1,01.jpg,480,640,3,13054,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\02.jpg,1st_session,074,1,02.jpg,480,640,3,13064,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\03.jpg,1st_session,074,1,03.jpg,480,640,3,13027,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\04.jpg,1st_session,074,1,04.jpg,480,640,3,12964,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\05.jpg,1st_session,074,1,05.jpg,480,640,3,13077,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_1\06.jpg,1st_session,074,1,06.jpg,480,640,3,12935,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\01.jpg,1st_session,074,2,01.jpg,480,640,3,13019,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\02.jpg,1st_session,074,2,02.jpg,480,640,3,12839,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\03.jpg,1st_session,074,2,03.jpg,480,640,3,12893,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\04.jpg,1st_session,074,2,04.jpg,480,640,3,12799,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\05.jpg,1st_session,074,2,05.jpg,480,640,3,12770,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_2\06.jpg,1st_session,074,2,06.jpg,480,640,3,12844,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\01.jpg,1st_session,074,3,01.jpg,480,640,3,12928,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\02.jpg,1st_session,074,3,02.jpg,480,640,3,12848,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\03.jpg,1st_session,074,3,03.jpg,480,640,3,12840,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\04.jpg,1st_session,074,3,04.jpg,480,640,3,12762,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\05.jpg,1st_session,074,3,05.jpg,480,640,3,12739,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_3\06.jpg,1st_session,074,3,06.jpg,480,640,3,12823,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\01.jpg,1st_session,074,4,01.jpg,480,640,3,12592,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\02.jpg,1st_session,074,4,02.jpg,480,640,3,12448,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\03.jpg,1st_session,074,4,03.jpg,480,640,3,12657,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\04.jpg,1st_session,074,4,04.jpg,480,640,3,12498,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\05.jpg,1st_session,074,4,05.jpg,480,640,3,12566,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\074_4\06.jpg,1st_session,074,4,06.jpg,480,640,3,12549,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\01.jpg,1st_session,075,1,01.jpg,480,640,3,12119,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\02.jpg,1st_session,075,1,02.jpg,480,640,3,12126,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\03.jpg,1st_session,075,1,03.jpg,480,640,3,12093,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\04.jpg,1st_session,075,1,04.jpg,480,640,3,12182,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\05.jpg,1st_session,075,1,05.jpg,480,640,3,12161,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_1\06.jpg,1st_session,075,1,06.jpg,480,640,3,12115,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\01.jpg,1st_session,075,2,01.jpg,480,640,3,11357,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\02.jpg,1st_session,075,2,02.jpg,480,640,3,11411,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\03.jpg,1st_session,075,2,03.jpg,480,640,3,11339,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\04.jpg,1st_session,075,2,04.jpg,480,640,3,11361,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\05.jpg,1st_session,075,2,05.jpg,480,640,3,11365,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_2\06.jpg,1st_session,075,2,06.jpg,480,640,3,11376,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\01.jpg,1st_session,075,3,01.jpg,480,640,3,11078,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\02.jpg,1st_session,075,3,02.jpg,480,640,3,11352,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\03.jpg,1st_session,075,3,03.jpg,480,640,3,11284,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\04.jpg,1st_session,075,3,04.jpg,480,640,3,11369,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\05.jpg,1st_session,075,3,05.jpg,480,640,3,11253,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_3\06.jpg,1st_session,075,3,06.jpg,480,640,3,11203,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\01.jpg,1st_session,075,4,01.jpg,480,640,3,12433,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\02.jpg,1st_session,075,4,02.jpg,480,640,3,12450,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\03.jpg,1st_session,075,4,03.jpg,480,640,3,12472,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\04.jpg,1st_session,075,4,04.jpg,480,640,3,12422,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\05.jpg,1st_session,075,4,05.jpg,480,640,3,12448,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\075_4\06.jpg,1st_session,075,4,06.jpg,480,640,3,12439,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\01.jpg,1st_session,076,1,01.jpg,480,640,3,11149,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\02.jpg,1st_session,076,1,02.jpg,480,640,3,11134,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\03.jpg,1st_session,076,1,03.jpg,480,640,3,11098,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\04.jpg,1st_session,076,1,04.jpg,480,640,3,11070,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\05.jpg,1st_session,076,1,05.jpg,480,640,3,10961,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_1\06.jpg,1st_session,076,1,06.jpg,480,640,3,11000,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\01.jpg,1st_session,076,2,01.jpg,480,640,3,11453,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\02.jpg,1st_session,076,2,02.jpg,480,640,3,11493,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\03.jpg,1st_session,076,2,03.jpg,480,640,3,11628,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\04.jpg,1st_session,076,2,04.jpg,480,640,3,11770,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\05.jpg,1st_session,076,2,05.jpg,480,640,3,11768,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_2\06.jpg,1st_session,076,2,06.jpg,480,640,3,11472,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\076_3\01.jpg,1st_session,076,3,01.jpg,480,640,3,11471,OK
