path,session,subject_id,image_name,grade,vein_ratio,components,skeleton_len,issues
binary\1st_session\019_1\03_binary.png,1st_session,019_1,03_binary.png,WARN,0.817,8,4438,high_vein_ratio=0.817
binary\1st_session\019_1\04_binary.png,1st_session,019_1,04_binary.png,WARN,0.8094,2,4164,high_vein_ratio=0.809
binary\1st_session\019_1\05_binary.png,1st_session,019_1,05_binary.png,WARN,0.8332,3,3970,high_vein_ratio=0.833
binary\1st_session\019_1\06_binary.png,1st_session,019_1,06_binary.png,WARN,0.8287,4,4169,high_vein_ratio=0.829
binary\1st_session\019_2\01_binary.png,1st_session,019_2,01_binary.png,WARN,0.6484,7,2737,high_vein_ratio=0.648
binary\1st_session\019_2\02_binary.png,1st_session,019_2,02_binary.png,WARN,0.7291,8,2543,high_vein_ratio=0.729
binary\1st_session\019_2\03_binary.png,1st_session,019_2,03_binary.png,WARN,0.7402,5,3111,high_vein_ratio=0.740
binary\1st_session\019_2\04_binary.png,1st_session,019_2,04_binary.png,WARN,0.7166,5,3168,high_vein_ratio=0.717
binary\1st_session\019_2\05_binary.png,1st_session,019_2,05_binary.png,WARN,0.7469,4,3152,high_vein_ratio=0.747
binary\1st_session\019_2\06_binary.png,1st_session,019_2,06_binary.png,WARN,0.7125,8,3317,high_vein_ratio=0.713
binary\1st_session\019_3\01_binary.png,1st_session,019_3,01_binary.png,WARN,0.7145,4,2559,high_vein_ratio=0.715
binary\1st_session\019_3\02_binary.png,1st_session,019_3,02_binary.png,WARN,0.7816,5,2833,high_vein_ratio=0.782
binary\1st_session\019_3\03_binary.png,1st_session,019_3,03_binary.png,WARN,0.7946,3,3206,high_vein_ratio=0.795
binary\1st_session\019_3\04_binary.png,1st_session,019_3,04_binary.png,WARN,0.8116,1,2128,high_vein_ratio=0.812
binary\1st_session\019_3\05_binary.png,1st_session,019_3,05_binary.png,WARN,0.7677,6,4064,high_vein_ratio=0.768
binary\1st_session\019_3\06_binary.png,1st_session,019_3,06_binary.png,WARN,0.8041,1,3236,high_vein_ratio=0.804
binary\1st_session\019_4\01_binary.png,1st_session,019_4,01_binary.png,WARN,0.795,4,3873,high_vein_ratio=0.795
binary\1st_session\019_4\02_binary.png,1st_session,019_4,02_binary.png,WARN,0.817,3,4298,high_vein_ratio=0.817
binary\1st_session\019_4\03_binary.png,1st_session,019_4,03_binary.png,WARN,0.8104,5,4251,high_vein_ratio=0.810
binary\1st_session\019_4\04_binary.png,1st_session,019_4,04_binary.png,WARN,0.812,3,4287,high_vein_ratio=0.812
binary\1st_session\019_4\05_binary.png,1st_session,019_4,05_binary.png,WARN,0.7993,5,4285,high_vein_ratio=0.799
binary\1st_session\019_4\06_binary.png,1st_session,019_4,06_binary.png,WARN,0.7791,4,4328,high_vein_ratio=0.779
binary\1st_session\020_1\01_binary.png,1st_session,020_1,01_binary.png,WARN,0.6988,8,6408,high_vein_ratio=0.699
binary\1st_session\020_1\02_binary.png,1st_session,020_1,02_binary.png,WARN,0.6875,6,6694,high_vein_ratio=0.688
binary\1st_session\020_1\03_binary.png,1st_session,020_1,03_binary.png,WARN,0.692,7,6552,high_vein_ratio=0.692
binary\1st_session\020_1\04_binary.png,1st_session,020_1,04_binary.png,WARN,0.691,9,6883,high_vein_ratio=0.691
binary\1st_session\020_1\05_binary.png,1st_session,020_1,05_binary.png,WARN,0.7002,8,6436,high_vein_ratio=0.700
binary\1st_session\020_1\06_binary.png,1st_session,020_1,06_binary.png,WARN,0.7023,9,6361,high_vein_ratio=0.702
binary\1st_session\020_2\01_binary.png,1st_session,020_2,01_binary.png,WARN,0.782,5,3644,high_vein_ratio=0.782
binary\1st_session\020_2\02_binary.png,1st_session,020_2,02_binary.png,WARN,0.7883,4,4236,high_vein_ratio=0.788
binary\1st_session\020_2\03_binary.png,1st_session,020_2,03_binary.png,WARN,0.7897,1,4190,high_vein_ratio=0.790
binary\1st_session\020_2\04_binary.png,1st_session,020_2,04_binary.png,WARN,0.7904,6,4365,high_vein_ratio=0.790
binary\1st_session\020_2\05_binary.png,1st_session,020_2,05_binary.png,WARN,0.7902,5,4054,high_vein_ratio=0.790
binary\1st_session\020_2\06_binary.png,1st_session,020_2,06_binary.png,WARN,0.7868,3,4219,high_vein_ratio=0.787
binary\1st_session\020_3\01_binary.png,1st_session,020_3,01_binary.png,WARN,0.7712,2,4264,high_vein_ratio=0.771
binary\1st_session\020_3\02_binary.png,1st_session,020_3,02_binary.png,WARN,0.7779,2,4530,high_vein_ratio=0.778
binary\1st_session\020_3\03_binary.png,1st_session,020_3,03_binary.png,WARN,0.7743,3,4051,high_vein_ratio=0.774
binary\1st_session\020_3\04_binary.png,1st_session,020_3,04_binary.png,WARN,0.8039,2,3830,high_vein_ratio=0.804
binary\1st_session\020_3\05_binary.png,1st_session,020_3,05_binary.png,WARN,0.7922,1,3530,high_vein_ratio=0.792
binary\1st_session\020_3\06_binary.png,1st_session,020_3,06_binary.png,WARN,0.789,3,3899,high_vein_ratio=0.789
binary\1st_session\020_4\01_binary.png,1st_session,020_4,01_binary.png,WARN,0.8071,4,3664,high_vein_ratio=0.807
binary\1st_session\020_4\02_binary.png,1st_session,020_4,02_binary.png,WARN,0.807,4,3534,high_vein_ratio=0.807
binary\1st_session\020_4\03_binary.png,1st_session,020_4,03_binary.png,WARN,0.8031,3,3668,high_vein_ratio=0.803
binary\1st_session\020_4\04_binary.png,1st_session,020_4,04_binary.png,WARN,0.8057,7,3933,high_vein_ratio=0.806
binary\1st_session\020_4\05_binary.png,1st_session,020_4,05_binary.png,WARN,0.8039,4,3560,high_vein_ratio=0.804
binary\1st_session\020_4\06_binary.png,1st_session,020_4,06_binary.png,WARN,0.8032,5,3356,high_vein_ratio=0.803
binary\1st_session\021_1\01_binary.png,1st_session,021_1,01_binary.png,WARN,0.7504,8,3428,high_vein_ratio=0.750
binary\1st_session\021_1\02_binary.png,1st_session,021_1,02_binary.png,WARN,0.7667,10,3937,high_vein_ratio=0.767
binary\1st_session\021_1\03_binary.png,1st_session,021_1,03_binary.png,WARN,0.7545,6,3251,high_vein_ratio=0.754
binary\1st_session\021_1\04_binary.png,1st_session,021_1,04_binary.png,WARN,0.7124,11,3145,high_vein_ratio=0.712
binary\1st_session\021_1\05_binary.png,1st_session,021_1,05_binary.png,WARN,0.7095,13,3454,high_vein_ratio=0.710
binary\1st_session\021_1\06_binary.png,1st_session,021_1,06_binary.png,WARN,0.7623,8,2683,high_vein_ratio=0.762
binary\1st_session\021_2\01_binary.png,1st_session,021_2,01_binary.png,WARN,0.7969,4,2991,high_vein_ratio=0.797
binary\1st_session\021_2\02_binary.png,1st_session,021_2,02_binary.png,WARN,0.7877,2,2451,high_vein_ratio=0.788
binary\1st_session\021_2\03_binary.png,1st_session,021_2,03_binary.png,WARN,0.8012,5,3111,high_vein_ratio=0.801
binary\1st_session\021_2\04_binary.png,1st_session,021_2,04_binary.png,WARN,0.7918,3,2321,high_vein_ratio=0.792
binary\1st_session\021_2\05_binary.png,1st_session,021_2,05_binary.png,WARN,0.7816,3,3055,high_vein_ratio=0.782
binary\1st_session\021_2\06_binary.png,1st_session,021_2,06_binary.png,WARN,0.786,3,2895,high_vein_ratio=0.786
binary\1st_session\021_3\01_binary.png,1st_session,021_3,01_binary.png,WARN,0.8007,3,3888,high_vein_ratio=0.801
binary\1st_session\021_3\02_binary.png,1st_session,021_3,02_binary.png,WARN,0.7632,5,2616,high_vein_ratio=0.763
binary\1st_session\021_3\03_binary.png,1st_session,021_3,03_binary.png,WARN,0.769,4,3054,high_vein_ratio=0.769
binary\1st_session\021_3\04_binary.png,1st_session,021_3,04_binary.png,WARN,0.7668,8,2806,high_vein_ratio=0.767
binary\1st_session\021_3\05_binary.png,1st_session,021_3,05_binary.png,WARN,0.7787,5,2650,high_vein_ratio=0.779
binary\1st_session\021_3\06_binary.png,1st_session,021_3,06_binary.png,WARN,0.7757,5,2662,high_vein_ratio=0.776
binary\1st_session\021_4\01_binary.png,1st_session,021_4,01_binary.png,WARN,0.7872,4,4039,high_vein_ratio=0.787
binary\1st_session\021_4\02_binary.png,1st_session,021_4,02_binary.png,WARN,0.7536,4,3199,high_vein_ratio=0.754
binary\1st_session\021_4\03_binary.png,1st_session,021_4,03_binary.png,WARN,0.7616,3,3679,high_vein_ratio=0.762
binary\1st_session\021_4\04_binary.png,1st_session,021_4,04_binary.png,WARN,0.7739,10,4252,high_vein_ratio=0.774
binary\1st_session\021_4\05_binary.png,1st_session,021_4,05_binary.png,WARN,0.7724,10,4174,high_vein_ratio=0.772
binary\1st_session\021_4\06_binary.png,1st_session,021_4,06_binary.png,WARN,0.7772,7,3688,high_vein_ratio=0.777
binary\1st_session\022_1\01_binary.png,1st_session,022_1,01_binary.png,WARN,0.8329,2,4821,high_vein_ratio=0.833
binary\1st_session\022_1\02_binary.png,1st_session,022_1,02_binary.png,WARN,0.8247,5,4750,high_vein_ratio=0.825
binary\1st_session\022_1\03_binary.png,1st_session,022_1,03_binary.png,WARN,0.8272,4,4664,high_vein_ratio=0.827
binary\1st_session\022_1\04_binary.png,1st_session,022_1,04_binary.png,WARN,0.8227,6,4568,high_vein_ratio=0.823
binary\1st_session\022_1\05_binary.png,1st_session,022_1,05_binary.png,WARN,0.767,2,4083,high_vein_ratio=0.767
binary\1st_session\022_1\06_binary.png,1st_session,022_1,06_binary.png,WARN,0.8237,8,4283,high_vein_ratio=0.824
binary\1st_session\022_2\01_binary.png,1st_session,022_2,01_binary.png,WARN,0.8483,1,3296,high_vein_ratio=0.848
binary\1st_session\022_2\02_binary.png,1st_session,022_2,02_binary.png,WARN,0.8329,1,3390,high_vein_ratio=0.833
binary\1st_session\022_2\03_binary.png,1st_session,022_2,03_binary.png,WARN,0.8563,1,3283,high_vein_ratio=0.856
binary\1st_session\022_2\04_binary.png,1st_session,022_2,04_binary.png,WARN,0.8214,4,3493,high_vein_ratio=0.821
binary\1st_session\022_2\05_binary.png,1st_session,022_2,05_binary.png,WARN,0.833,1,3488,high_vein_ratio=0.833
binary\1st_session\022_2\06_binary.png,1st_session,022_2,06_binary.png,WARN,0.8225,5,3802,high_vein_ratio=0.823
binary\1st_session\022_3\01_binary.png,1st_session,022_3,01_binary.png,WARN,0.8079,2,3024,high_vein_ratio=0.808
binary\1st_session\022_3\02_binary.png,1st_session,022_3,02_binary.png,WARN,0.8065,2,3272,high_vein_ratio=0.806
binary\1st_session\022_3\03_binary.png,1st_session,022_3,03_binary.png,WARN,0.8087,2,2735,high_vein_ratio=0.809
binary\1st_session\022_3\04_binary.png,1st_session,022_3,04_binary.png,WARN,0.8085,1,2769,high_vein_ratio=0.808
binary\1st_session\022_3\05_binary.png,1st_session,022_3,05_binary.png,WARN,0.8095,1,2972,high_vein_ratio=0.809
binary\1st_session\022_3\06_binary.png,1st_session,022_3,06_binary.png,WARN,0.8115,2,2779,high_vein_ratio=0.811
binary\1st_session\022_4\01_binary.png,1st_session,022_4,01_binary.png,WARN,0.7813,4,3926,high_vein_ratio=0.781
binary\1st_session\022_4\02_binary.png,1st_session,022_4,02_binary.png,WARN,0.8195,3,3839,high_vein_ratio=0.820
binary\1st_session\022_4\03_binary.png,1st_session,022_4,03_binary.png,WARN,0.8203,3,4149,high_vein_ratio=0.820
binary\1st_session\022_4\04_binary.png,1st_session,022_4,04_binary.png,WARN,0.8219,4,3984,high_vein_ratio=0.822
binary\1st_session\022_4\05_binary.png,1st_session,022_4,05_binary.png,WARN,0.8221,2,4136,high_vein_ratio=0.822
binary\1st_session\022_4\06_binary.png,1st_session,022_4,06_binary.png,WARN,0.8302,3,3680,high_vein_ratio=0.830
binary\1st_session\023_1\01_binary.png,1st_session,023_1,01_binary.png,WARN,0.7615,6,2559,high_vein_ratio=0.762
binary\1st_session\023_1\02_binary.png,1st_session,023_1,02_binary.png,WARN,0.7578,3,2411,high_vein_ratio=0.758
binary\1st_session\023_1\03_binary.png,1st_session,023_1,03_binary.png,WARN,0.7323,6,2556,high_vein_ratio=0.732
binary\1st_session\023_1\04_binary.png,1st_session,023_1,04_binary.png,WARN,0.7555,3,3013,high_vein_ratio=0.756
binary\1st_session\023_1\05_binary.png,1st_session,023_1,05_binary.png,WARN,0.7806,2,2361,high_vein_ratio=0.781
binary\1st_session\023_1\06_binary.png,1st_session,023_1,06_binary.png,WARN,0.7603,2,2300,high_vein_ratio=0.760
binary\1st_session\023_2\01_binary.png,1st_session,023_2,01_binary.png,WARN,0.7195,8,1678,high_vein_ratio=0.720
binary\1st_session\023_2\02_binary.png,1st_session,023_2,02_binary.png,WARN,0.7384,4,2071,high_vein_ratio=0.738
binary\1st_session\023_2\03_binary.png,1st_session,023_2,03_binary.png,WARN,0.6951,4,1662,high_vein_ratio=0.695
binary\1st_session\023_2\04_binary.png,1st_session,023_2,04_binary.png,WARN,0.7389,4,1648,high_vein_ratio=0.739
binary\1st_session\023_2\05_binary.png,1st_session,023_2,05_binary.png,WARN,0.6925,6,1703,high_vein_ratio=0.692
binary\1st_session\023_2\06_binary.png,1st_session,023_2,06_binary.png,WARN,0.6953,3,1684,high_vein_ratio=0.695
binary\1st_session\023_3\01_binary.png,1st_session,023_3,01_binary.png,WARN,0.7495,5,2637,high_vein_ratio=0.750
binary\1st_session\023_3\02_binary.png,1st_session,023_3,02_binary.png,WARN,0.7098,6,2795,high_vein_ratio=0.710
binary\1st_session\023_3\03_binary.png,1st_session,023_3,03_binary.png,WARN,0.7078,6,2915,high_vein_ratio=0.708
binary\1st_session\023_3\04_binary.png,1st_session,023_3,04_binary.png,WARN,0.7167,6,2756,high_vein_ratio=0.717
binary\1st_session\023_3\05_binary.png,1st_session,023_3,05_binary.png,WARN,0.7512,6,2150,high_vein_ratio=0.751
binary\1st_session\023_3\06_binary.png,1st_session,023_3,06_binary.png,WARN,0.7406,6,1669,high_vein_ratio=0.741
binary\1st_session\023_4\01_binary.png,1st_session,023_4,01_binary.png,WARN,0.7708,5,1671,high_vein_ratio=0.771
binary\1st_session\023_4\02_binary.png,1st_session,023_4,02_binary.png,WARN,0.7622,6,1906,high_vein_ratio=0.762
binary\1st_session\023_4\03_binary.png,1st_session,023_4,03_binary.png,WARN,0.7722,5,1940,high_vein_ratio=0.772
binary\1st_session\023_4\04_binary.png,1st_session,023_4,04_binary.png,WARN,0.7778,5,2129,high_vein_ratio=0.778
binary\1st_session\023_4\05_binary.png,1st_session,023_4,05_binary.png,WARN,0.764,7,3253,high_vein_ratio=0.764
binary\1st_session\023_4\06_binary.png,1st_session,023_4,06_binary.png,WARN,0.7822,4,2525,high_vein_ratio=0.782
binary\1st_session\024_1\01_binary.png,1st_session,024_1,01_binary.png,WARN,0.8037,5,3572,high_vein_ratio=0.804
binary\1st_session\024_1\02_binary.png,1st_session,024_1,02_binary.png,WARN,0.7983,5,3686,high_vein_ratio=0.798
binary\1st_session\024_1\03_binary.png,1st_session,024_1,03_binary.png,WARN,0.7923,6,3432,high_vein_ratio=0.792
binary\1st_session\024_1\04_binary.png,1st_session,024_1,04_binary.png,WARN,0.8006,3,3335,high_vein_ratio=0.801
binary\1st_session\024_1\05_binary.png,1st_session,024_1,05_binary.png,WARN,0.822,4,3568,high_vein_ratio=0.822
binary\1st_session\024_1\06_binary.png,1st_session,024_1,06_binary.png,WARN,0.8074,6,3815,high_vein_ratio=0.807
binary\1st_session\024_2\01_binary.png,1st_session,024_2,01_binary.png,WARN,0.7928,4,3766,high_vein_ratio=0.793
binary\1st_session\024_2\02_binary.png,1st_session,024_2,02_binary.png,WARN,0.7968,5,3446,high_vein_ratio=0.797
binary\1st_session\024_2\03_binary.png,1st_session,024_2,03_binary.png,WARN,0.8017,4,3444,high_vein_ratio=0.802
binary\1st_session\024_2\04_binary.png,1st_session,024_2,04_binary.png,WARN,0.8025,3,3464,high_vein_ratio=0.803
binary\1st_session\024_2\05_binary.png,1st_session,024_2,05_binary.png,WARN,0.8008,5,3967,high_vein_ratio=0.801
binary\1st_session\024_2\06_binary.png,1st_session,024_2,06_binary.png,WARN,0.8362,1,3202,high_vein_ratio=0.836
binary\1st_session\024_3\01_binary.png,1st_session,024_3,01_binary.png,WARN,0.8097,5,3247,high_vein_ratio=0.810
binary\1st_session\024_3\02_binary.png,1st_session,024_3,02_binary.png,WARN,0.7783,3,2696,high_vein_ratio=0.778
binary\1st_session\024_3\03_binary.png,1st_session,024_3,03_binary.png,WARN,0.7992,4,3298,high_vein_ratio=0.799
binary\1st_session\024_3\04_binary.png,1st_session,024_3,04_binary.png,WARN,0.7947,6,3349,high_vein_ratio=0.795
binary\1st_session\024_3\05_binary.png,1st_session,024_3,05_binary.png,WARN,0.8206,2,2740,high_vein_ratio=0.821
binary\1st_session\024_3\06_binary.png,1st_session,024_3,06_binary.png,WARN,0.78,4,2753,high_vein_ratio=0.780
binary\1st_session\024_4\01_binary.png,1st_session,024_4,01_binary.png,WARN,0.8011,6,3324,high_vein_ratio=0.801
binary\1st_session\024_4\02_binary.png,1st_session,024_4,02_binary.png,WARN,0.806,5,2988,high_vein_ratio=0.806
binary\1st_session\024_4\03_binary.png,1st_session,024_4,03_binary.png,WARN,0.8075,3,4008,high_vein_ratio=0.807
binary\1st_session\024_4\04_binary.png,1st_session,024_4,04_binary.png,WARN,0.785,5,3112,high_vein_ratio=0.785
binary\1st_session\024_4\05_binary.png,1st_session,024_4,05_binary.png,WARN,0.793,4,2874,high_vein_ratio=0.793
binary\1st_session\024_4\06_binary.png,1st_session,024_4,06_binary.png,WARN,0.8224,3,3114,high_vein_ratio=0.822
binary\1st_session\025_1\01_binary.png,1st_session,025_1,01_binary.png,WARN,0.7627,5,3397,high_vein_ratio=0.763
binary\1st_session\025_1\02_binary.png,1st_session,025_1,02_binary.png,WARN,0.7611,6,3552,high_vein_ratio=0.761
binary\1st_session\025_1\03_binary.png,1st_session,025_1,03_binary.png,WARN,0.7745,1,3984,high_vein_ratio=0.775
binary\1st_session\025_1\04_binary.png,1st_session,025_1,04_binary.png,WARN,0.7754,6,3904,high_vein_ratio=0.775
binary\1st_session\025_1\05_binary.png,1st_session,025_1,05_binary.png,WARN,0.7758,3,4214,high_vein_ratio=0.776
binary\1st_session\025_1\06_binary.png,1st_session,025_1,06_binary.png,WARN,0.7303,8,3086,high_vein_ratio=0.730
binary\1st_session\025_2\01_binary.png,1st_session,025_2,01_binary.png,WARN,0.7318,10,4320,high_vein_ratio=0.732
binary\1st_session\025_2\02_binary.png,1st_session,025_2,02_binary.png,WARN,0.7366,10,4059,high_vein_ratio=0.737
binary\1st_session\025_2\03_binary.png,1st_session,025_2,03_binary.png,WARN,0.7408,12,4574,high_vein_ratio=0.741
binary\1st_session\025_2\04_binary.png,1st_session,025_2,04_binary.png,WARN,0.7373,9,4556,high_vein_ratio=0.737
binary\1st_session\025_2\05_binary.png,1st_session,025_2,05_binary.png,WARN,0.7507,10,4788,high_vein_ratio=0.751
binary\1st_session\025_2\06_binary.png,1st_session,025_2,06_binary.png,WARN,0.7512,13,4569,high_vein_ratio=0.751
binary\1st_session\025_3\01_binary.png,1st_session,025_3,01_binary.png,WARN,0.7472,5,3610,high_vein_ratio=0.747
binary\1st_session\025_3\02_binary.png,1st_session,025_3,02_binary.png,WARN,0.7444,7,3848,high_vein_ratio=0.744
binary\1st_session\025_3\03_binary.png,1st_session,025_3,03_binary.png,WARN,0.7497,6,4289,high_vein_ratio=0.750
binary\1st_session\025_3\04_binary.png,1st_session,025_3,04_binary.png,WARN,0.7485,7,4111,high_vein_ratio=0.748
binary\1st_session\025_3\05_binary.png,1st_session,025_3,05_binary.png,WARN,0.7522,5,3728,high_vein_ratio=0.752
binary\1st_session\025_3\06_binary.png,1st_session,025_3,06_binary.png,WARN,0.7473,5,4140,high_vein_ratio=0.747
binary\1st_session\025_4\01_binary.png,1st_session,025_4,01_binary.png,WARN,0.7499,6,4768,high_vein_ratio=0.750
binary\1st_session\025_4\02_binary.png,1st_session,025_4,02_binary.png,WARN,0.721,8,3737,high_vein_ratio=0.721
binary\1st_session\025_4\03_binary.png,1st_session,025_4,03_binary.png,WARN,0.761,6,4211,high_vein_ratio=0.761
binary\1st_session\025_4\04_binary.png,1st_session,025_4,04_binary.png,WARN,0.7733,6,4182,high_vein_ratio=0.773
binary\1st_session\025_4\05_binary.png,1st_session,025_4,05_binary.png,WARN,0.7326,8,3857,high_vein_ratio=0.733
binary\1st_session\025_4\06_binary.png,1st_session,025_4,06_binary.png,WARN,0.7358,9,4137,high_vein_ratio=0.736
binary\1st_session\026_1\01_binary.png,1st_session,026_1,01_binary.png,WARN,0.7746,5,3332,high_vein_ratio=0.775
binary\1st_session\026_1\02_binary.png,1st_session,026_1,02_binary.png,WARN,0.772,5,3038,high_vein_ratio=0.772
binary\1st_session\026_1\03_binary.png,1st_session,026_1,03_binary.png,WARN,0.7708,6,3100,high_vein_ratio=0.771
binary\1st_session\026_1\04_binary.png,1st_session,026_1,04_binary.png,WARN,0.7704,3,3032,high_vein_ratio=0.770
binary\1st_session\026_1\05_binary.png,1st_session,026_1,05_binary.png,WARN,0.7704,4,2934,high_vein_ratio=0.770
binary\1st_session\026_1\06_binary.png,1st_session,026_1,06_binary.png,WARN,0.7718,3,3392,high_vein_ratio=0.772
binary\1st_session\026_2\01_binary.png,1st_session,026_2,01_binary.png,WARN,0.7982,2,3035,high_vein_ratio=0.798
binary\1st_session\026_2\02_binary.png,1st_session,026_2,02_binary.png,WARN,0.7985,2,2880,high_vein_ratio=0.799
binary\1st_session\026_2\03_binary.png,1st_session,026_2,03_binary.png,WARN,0.7988,2,3002,high_vein_ratio=0.799
binary\1st_session\026_2\04_binary.png,1st_session,026_2,04_binary.png,WARN,0.7983,2,2854,high_vein_ratio=0.798
binary\1st_session\026_2\05_binary.png,1st_session,026_2,05_binary.png,WARN,0.8038,1,2842,high_vein_ratio=0.804
binary\1st_session\026_2\06_binary.png,1st_session,026_2,06_binary.png,WARN,0.8033,1,2917,high_vein_ratio=0.803
binary\1st_session\026_3\01_binary.png,1st_session,026_3,01_binary.png,WARN,0.8033,1,2449,high_vein_ratio=0.803
binary\1st_session\026_3\02_binary.png,1st_session,026_3,02_binary.png,WARN,0.8043,3,2852,high_vein_ratio=0.804
binary\1st_session\026_3\03_binary.png,1st_session,026_3,03_binary.png,WARN,0.8034,2,2530,high_vein_ratio=0.803
binary\1st_session\026_3\04_binary.png,1st_session,026_3,04_binary.png,WARN,0.8041,3,2766,high_vein_ratio=0.804
binary\1st_session\026_3\05_binary.png,1st_session,026_3,05_binary.png,WARN,0.8031,3,2764,high_vein_ratio=0.803
binary\1st_session\026_3\06_binary.png,1st_session,026_3,06_binary.png,WARN,0.8035,3,2682,high_vein_ratio=0.804
binary\1st_session\026_4\01_binary.png,1st_session,026_4,01_binary.png,WARN,0.7967,2,3123,high_vein_ratio=0.797
binary\1st_session\026_4\02_binary.png,1st_session,026_4,02_binary.png,WARN,0.7944,3,2974,high_vein_ratio=0.794
binary\1st_session\026_4\03_binary.png,1st_session,026_4,03_binary.png,WARN,0.7942,9,3535,high_vein_ratio=0.794
binary\1st_session\026_4\04_binary.png,1st_session,026_4,04_binary.png,WARN,0.7955,5,3103,high_vein_ratio=0.796
binary\1st_session\026_4\05_binary.png,1st_session,026_4,05_binary.png,WARN,0.7912,3,2961,high_vein_ratio=0.791
binary\1st_session\026_4\06_binary.png,1st_session,026_4,06_binary.png,WARN,0.7906,3,3118,high_vein_ratio=0.791
binary\1st_session\027_1\01_binary.png,1st_session,027_1,01_binary.png,WARN,0.7857,6,2741,high_vein_ratio=0.786
binary\1st_session\027_1\02_binary.png,1st_session,027_1,02_binary.png,WARN,0.791,6,2599,high_vein_ratio=0.791
binary\1st_session\027_1\03_binary.png,1st_session,027_1,03_binary.png,WARN,0.7905,6,2832,high_vein_ratio=0.790
binary\1st_session\027_1\04_binary.png,1st_session,027_1,04_binary.png,WARN,0.7878,5,2487,high_vein_ratio=0.788
binary\1st_session\027_1\05_binary.png,1st_session,027_1,05_binary.png,WARN,0.7879,6,2481,high_vein_ratio=0.788
binary\1st_session\027_1\06_binary.png,1st_session,027_1,06_binary.png,WARN,0.7703,5,2529,high_vein_ratio=0.770
binary\1st_session\027_2\01_binary.png,1st_session,027_2,01_binary.png,WARN,0.7895,3,3060,high_vein_ratio=0.790
binary\1st_session\027_2\02_binary.png,1st_session,027_2,02_binary.png,WARN,0.7949,5,3594,high_vein_ratio=0.795
binary\1st_session\027_2\03_binary.png,1st_session,027_2,03_binary.png,WARN,0.8011,4,3416,high_vein_ratio=0.801
binary\1st_session\027_2\04_binary.png,1st_session,027_2,04_binary.png,WARN,0.7989,5,3110,high_vein_ratio=0.799
binary\1st_session\027_2\05_binary.png,1st_session,027_2,05_binary.png,WARN,0.8032,3,3283,high_vein_ratio=0.803
binary\1st_session\027_2\06_binary.png,1st_session,027_2,06_binary.png,WARN,0.8033,5,3425,high_vein_ratio=0.803
binary\1st_session\027_3\01_binary.png,1st_session,027_3,01_binary.png,WARN,0.7433,6,2285,high_vein_ratio=0.743
binary\1st_session\027_3\02_binary.png,1st_session,027_3,02_binary.png,WARN,0.792,8,2819,high_vein_ratio=0.792
binary\1st_session\027_3\03_binary.png,1st_session,027_3,03_binary.png,WARN,0.7407,6,2290,high_vein_ratio=0.741
binary\1st_session\027_3\04_binary.png,1st_session,027_3,04_binary.png,WARN,0.7424,6,2499,high_vein_ratio=0.742
binary\1st_session\027_3\05_binary.png,1st_session,027_3,05_binary.png,WARN,0.7453,9,2410,high_vein_ratio=0.745
binary\1st_session\027_3\06_binary.png,1st_session,027_3,06_binary.png,WARN,0.7881,5,2770,high_vein_ratio=0.788
binary\1st_session\027_4\01_binary.png,1st_session,027_4,01_binary.png,WARN,0.785,3,2933,high_vein_ratio=0.785
binary\1st_session\027_4\02_binary.png,1st_session,027_4,02_binary.png,WARN,0.79,3,2479,high_vein_ratio=0.790
binary\1st_session\027_4\03_binary.png,1st_session,027_4,03_binary.png,WARN,0.7858,4,2835,high_vein_ratio=0.786
binary\1st_session\027_4\04_binary.png,1st_session,027_4,04_binary.png,WARN,0.7807,3,3263,high_vein_ratio=0.781
binary\1st_session\027_4\05_binary.png,1st_session,027_4,05_binary.png,WARN,0.7809,4,3489,high_vein_ratio=0.781
binary\1st_session\027_4\06_binary.png,1st_session,027_4,06_binary.png,WARN,0.7875,4,3596,high_vein_ratio=0.788
binary\1st_session\028_1\01_binary.png,1st_session,028_1,01_binary.png,WARN,0.8212,3,4861,high_vein_ratio=0.821
binary\1st_session\028_1\02_binary.png,1st_session,028_1,02_binary.png,WARN,0.8252,2,4750,high_vein_ratio=0.825
binary\1st_session\028_1\03_binary.png,1st_session,028_1,03_binary.png,WARN,0.8262,2,4520,high_vein_ratio=0.826
binary\1st_session\028_1\04_binary.png,1st_session,028_1,04_binary.png,WARN,0.8209,3,5060,high_vein_ratio=0.821
binary\1st_session\028_1\05_binary.png,1st_session,028_1,05_binary.png,WARN,0.8288,4,4690,high_vein_ratio=0.829
binary\1st_session\028_1\06_binary.png,1st_session,028_1,06_binary.png,WARN,0.827,2,4934,high_vein_ratio=0.827
binary\1st_session\028_2\01_binary.png,1st_session,028_2,01_binary.png,WARN,0.8106,5,4449,high_vein_ratio=0.811
binary\1st_session\028_2\02_binary.png,1st_session,028_2,02_binary.png,WARN,0.8158,3,4565,high_vein_ratio=0.816
binary\1st_session\028_2\03_binary.png,1st_session,028_2,03_binary.png,WARN,0.8272,2,4782,high_vein_ratio=0.827
binary\1st_session\028_2\04_binary.png,1st_session,028_2,04_binary.png,WARN,0.8339,3,4431,high_vein_ratio=0.834
binary\1st_session\028_2\05_binary.png,1st_session,028_2,05_binary.png,WARN,0.827,2,4498,high_vein_ratio=0.827
